title,authors,year,journal,doi,abstract,citations,url,publisher,type,source,issn,isbn,volume,issue,pages,language,subjects,license,references_count,is_referenced_by_count,published_print,published_online,editor,funder,link,is_open_access,open_access_url,score
Análise do índice de Anomalia de Chuva e Tendência de Precipitação para Estações Pluviométricas na Amazônia Central,"['Alderlene Pimentel de Brito', 'Nayandra Carvalho da Silva', 'Javier Tomasella', 'Sávio José Filgueiras Ferreira', 'Maria Terezinha Ferreira Monteiro']",,Revista Brasileira de Meteorologia,10.1590/0102-778637014521,"<jats:p>Resumo As mudanças climáticas são uma resposta da dinâmica do sistema Terra a fatores intrínsecos ou extrínsecos ao planeta. Importantes consequências dessa alteração climática são as ocorrências de secas ou do aumento na intensidade das chuvas em várias regiões do globo terrestre, que pode reduzir ou aumentar a disponibilidade de água no sistema. Para a Amazônia o cenário de severidade de secas pode se agravar, conforme sugerido por modelos climáticos. Neste sentido, o objetivo deste trabalho é analisar a anomalia de chuva e a tendência de precipitação para o período de 1994 a 2017 em sete estações pluviométricas localizadas na Amazônia Central e relacioná-los aos eventos interanuais/ interdecadais. Para tal, utilizou-se o índice de Anomalia de Chuva (IAC) e o teste não paramétrico de Mann-Kendall. Os resultados sugerem que somente El Niños extremos, tais como os de 1997 e 2015, apresentaram redução na precipitação em todas as estações, enquanto o La Niña de 1999 foi o que apresentou os maiores aumentos, a partir dos IACs. Com relação ao teste de tendências de Mann-Kendall, somente na estação C apresentou uma tendência de aumento na precipitação, evidenciando a necessidade de maiores séries temporais de precipitação para análises mais concisas.</jats:p>",5,https://doi.org/10.1590/0102-778637014521,FapUNIFESP (SciELO),journal-article,CrossRef,"['1982-4351', '0102-7786']",[],37,1,19-30,en,[],"[{'start': {'date-parts': [[2022, 3, 1]], 'date-time': '2022-03-01T00:00:00Z', 'timestamp': 1646092800000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 3, 1]], 'date-time': '2022-03-01T00:00:00Z', 'timestamp': 1646092800000}, 'content-version': 'am', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 3, 1]], 'date-time': '2022-03-01T00:00:00Z', 'timestamp': 1646092800000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}]",60,5,{},"{'date-parts': [[2022, 3]]}",[],[],"[{'URL': 'http://www.scielo.br/scielo.php?script=sci_pdf&pid=S0102-77862022000100019&tlng=pt', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by/4.0/,13.904667
"Qualidade microbiológica do acari (Pterygoplichthys spp.) Fresco e refrigerado comercializado em Santarém, Amazônia, Brasil","['Eduardo Oliveira de Souza', 'Andreza da Silva Peixoto', 'Jandria Gabriela Vieira Gusmão', 'Hérlon Mota Atayde', 'Tony Marcos Porto Braga', 'Graciene do Socorro Taveira Fernande']",,Revista Ibero-Americana de Ciências Ambientais,10.6008/cbpc2179-6858.2022.012.0003,"<jats:p>A região do Baixo Amazonas é uma das maiores consumidoras de pescado do Brasil. O acari (Pterygoplichthys spp.) é um dos pescados mais apreciados entre várias espécies consumidas na região. Desta forma é importante analisar do ponto de vista microbiológico a qualidade do pescado, que possui grande valor alimentício, econômico e cultural. O presente trabalho teve como objetivo geral avaliar a qualidade microbiológica do acari (Pterygoplichthys spp.) fresco e resfriado, comercializado no município de Santarém – Pará. Foi realizada coleta em uma feira pública simulando compra, foram adquiridos 8 exemplares de Pterygoplichthys spp.; dois exemplares foram analisados no dia da compra (T0), dito como pescado fresco, e os demais foram mantidos sob refrigeração e a cada 24 horas dois exemplares foram processados para análises até T3 (72h). O resultado das análises mostra presença de coliformes totais e ausência de coliformes termotolerantes em todas as amostras analisadas, tanto nas amostras refrigeradas ou frescas de Pterygoplichthys spp. A identificação bioquímica evidenciou que 50% dos estafilococos são S. aureus coagulase positiva (SCP), 40% como S. epidermidis e 10% como Staphylococcus sp. Entre as cepas de Pseudomonas, 92,5% são P. aeruginosa, e entre as cepas do gênero Salmonella 9,68% são S. typhimurium e as demais como Salmonella spp. Os resultados neste estudo mostram a importância do contínuo monitoramento e controle da qualidade microbiológica do alimento, em especial o pescado. Atenção deve ser dada a correta manipulação do alimento, pois quando não higienizados adequadamente, podem acarretar contaminação bacteriana e consequentemente problemas à saúde do consumidor.</jats:p>",0,https://doi.org/10.6008/cbpc2179-6858.2022.012.0003,Editoriales Iberoamericanos,journal-article,CrossRef,['2179-6858'],[],13,12,21-35,en,[],"[{'start': {'date-parts': [[2023, 1, 8]], 'date-time': '2023-01-08T00:00:00Z', 'timestamp': 1673136000000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by-nc-nd/4.0'}]",0,0,{},"{'date-parts': [[2023, 1, 8]]}",[],[],"[{'URL': 'https://sustenere.inf.br/index.php/rica/article/download/8024/4687', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://sustenere.inf.br/index.php/rica/article/download/8024/4687', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by-nc-nd/4.0,13.858809
"Homens, mulheres e crianças na ocupação dos vales dos rios Purus e Acre: aspectos sociais na Amazônia sul-ocidental de 1889 a 1904",['Daniel da Silva Klein'],,Revista Brasileira de História,10.1590/1806-93472022v42n91-12,"<jats:p>RESUMO O artigo discute o panorama social dos homens, mulheres e crianças que ocuparam os vales dos rios Purus e Acre no início do século XX, abordando temas relativos à idade, raça e meios de resistência. A base documental é proveniente das fichas deixadas por esses trabalhadores junto ao Instituto Histórico e Geográfico do Acre, que estão sob a guarda da Universidade Federal do Acre. O método de exposição apresenta os dados seriais com narrativas de casos, aliando uma perspectiva micro-histórica para discutir os temas investigados. Assim, espera-se, como pano de fundo, enfrentar alguns silêncios da historiografia amazônica a respeito da expansão dos seringais nessa parte do Brasil, principalmente no uso insuficiente das fontes primárias para tratar desse assunto.</jats:p>",0,https://doi.org/10.1590/1806-93472022v42n91-12,FapUNIFESP (SciELO),journal-article,CrossRef,"['1806-9347', '0102-0188']",[],42,91,239-261,en,[],"[{'start': {'date-parts': [[2022, 9, 1]], 'date-time': '2022-09-01T00:00:00Z', 'timestamp': 1661990400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 9, 1]], 'date-time': '2022-09-01T00:00:00Z', 'timestamp': 1661990400000}, 'content-version': 'am', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 9, 1]], 'date-time': '2022-09-01T00:00:00Z', 'timestamp': 1661990400000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}]",60,0,{},"{'date-parts': [[2022, 9]]}",[],[],"[{'URL': 'http://www.scielo.br/scielo.php?script=sci_pdf&pid=S0102-01882022000300239&tlng=pt', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by/4.0/,13.822251
SUSTENTABILIDADE GLOBAL E MEIO AMBIENTE,['GLÁUCIO PUIG DE MELLO FILHO'],,Revista Saberes da Amazônia,10.31517/rsa.v9i15.104,"<jats:p>A presente pesquisa tem por objetivo geral compreender a transnacionalidade como fenômeno capaz de proporcionar novas reflexões sobre a maneira de estar no mundo e de pensar sobre um mundo que seja mais solidário e cooperativo, pois os acontecimentos atuais de caráter social, político, econômico e ambiental são capazes de repercutir para além das fronteiras dos Estados, sendo o objetivo específico analisar a relação da transnacionalidade com a sustentabilidade global e o meio ambiente. A sustentabilidade e o meio ambiente são temas de uma importante pauta axiológica de caráter coletivo e transnacional, uma vez que os danos ambientais não conhecem fronteiras e não se encontram limitados a um determinado território do planeta, a proteção do meio ambiente exige a tomada de decisões de caráter transnacional, cooperativa e solidária. Para elaboração foi utilizado o método indutivo, com as técnicas do referente, das categorias, dos conceitos operacionais e da pesquisa bibliográfica.</jats:p>",0,https://doi.org/10.31517/rsa.v9i15.104,Revista Saberes da Amazonia,journal-article,CrossRef,['2448-0576'],[],9,15,,en,[],"[{'start': {'date-parts': [[2024, 12, 5]], 'date-time': '2024-12-05T00:00:00Z', 'timestamp': 1733356800000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-sa/4.0'}]",0,0,{},"{'date-parts': [[2024, 12, 5]]}",[],[],"[{'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/104/58', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/104/58', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-sa/4.0,13.820356
A “PIRATARIA FLUVIAL” NA AMAZÔNIA,"['Arthur do Rosário Braga', 'Emmanuelle Pantoja Silva', 'Clay Anderson Chagas', 'Silvia dos Santos de Almeida']",,Revista Brasileira de Segurança Pública,10.31060/rbsp.2025.v19.n1.1984,"<jats:p>Objetiva-se caracterizar os crimes de roubo a bordo de embarcação, de residências e estabelecimentos comerciais ribeirinhos (“pirataria”), ocorridos no período de janeiro de 2017 a outubro de 2021, no estado do Pará. Optou-se por uma pesquisa documental, a partir de dados fornecidos pelos órgãos responsáveis, os quais são analisados por meio de estatística descritiva, em que se consideram os crimes de roubo praticados em embarcações, estabelecimentos ou residências ribeirinhas. São analisados 689 boletins de ocorrência de crimes praticados em embarcações, estabelecimentos ou residências ribeirinhas, de 2017 a 2021. Os resultados mostram que 92,30% dos crimes ocorreram em embarcações; 6,39% foram em residências e 1,31% aconteceram em estabelecimentos ribeirinhos, sendo que apenas 7% de inquéritos foram investigados pela polícia civil. Sugere-se a criação de um boletim de ocorrência voltado para a realidade fluvial, constando variáveis capazes de definir melhor o local do crime, imagens de residências, estabelecimentos comerciais ribeirinhos, tipo de carga roubadas mais comuns nas embarcações e outros.</jats:p>",0,https://doi.org/10.31060/rbsp.2025.v19.n1.1984,Revista Brasileira de Seguranca Publica,journal-article,CrossRef,"['2595-0258', '1981-1659']",[],19,1,376-393,en,[],"[{'start': {'date-parts': [[2025, 2, 18]], 'date-time': '2025-02-18T00:00:00Z', 'timestamp': 1739836800000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0'}]",35,0,{},"{'date-parts': [[2025, 2, 18]]}",[],[],"[{'URL': 'https://revista.forumseguranca.org.br/rbsp/article/download/1984/880', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revista.forumseguranca.org.br/rbsp/article/download/1984/880', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0,13.7973
DIREITOS DA NATUREZA E SUA EFETIVIDADE,['Heres Pereira Silva'],,Revista Saberes da Amazônia,10.31517/rsa.v9i15.117,"<jats:p>O presente trabalho tem como objetivo investigar o estado da arte no tocante aos chamados Direitos da Natureza. É importante que se tenha em mente a necessidade de verificar como as pesquisas têm se mostrado e por quais caminhos têm percorrido, de modo a verificar eventuais lacunas ou algo novo na temática, que ainda não tenha sido abordado ou o tenha de maneira pouco suficiente. Verificou-se que há uma produção satisfatória no tocante à Ética ecológica, no entanto, no que toca à efetivação dos direitos da Natureza, a doutrina ainda deixa muitos espaços vazios e precisa ser melhor desenvolvida.</jats:p>",0,https://doi.org/10.31517/rsa.v9i15.117,Revista Saberes da Amazonia,journal-article,CrossRef,['2448-0576'],[],9,15,,en,[],"[{'start': {'date-parts': [[2024, 12, 5]], 'date-time': '2024-12-05T00:00:00Z', 'timestamp': 1733356800000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-sa/4.0'}]",0,0,{},"{'date-parts': [[2024, 12, 5]]}",[],[],"[{'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/117/64', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/117/64', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-sa/4.0,13.6430025
CADASTRO AMBIENTAL RURAL,['Ana Gabrieli Reis'],,Revista Saberes da Amazônia,10.31517/rsa.v9i15.94,"<jats:p>O presente artigo tem como tema-problema a violação dos direitos territoriais indígenas pela grilagem de terras por meio do Cadastro Ambiental Rural (CAR). Com efeito, utilizando do método da revisão bibliográfica, pretende-se analisar as estratégias de desterritorialização contra povos indígenas isolados a partir da autodeclaração de imóveis rurais no CAR com sobreposição a Terras Indígenas (TI's). Para tanto, após expor quanto à transformação dos territórios em mercadoria terra, aborda-se a relação entre fraudes no CAR e grilagem, constatando o crescente número de registros sobrepostos em áreas indígenas. Na sequência, analisa-se, especificamente, os impactos da desterritorialização promovida pelos cadastros irregulares e ilegais de imóveis em TI's com a presença de povos isolados. Os resultados obtidos pelas investigações evidenciam que a grilagem de territórios indígenas, por meio de registros sobrepostos, além de impossibilitarem a garantia da proteção dos grupos isolados, violam seus direitos de ser e existir (individualmente e coletivamente) e territorial.</jats:p>",1,https://doi.org/10.31517/rsa.v9i15.94,Revista Saberes da Amazonia,journal-article,CrossRef,['2448-0576'],[],9,15,,en,[],"[{'start': {'date-parts': [[2024, 6, 24]], 'date-time': '2024-06-24T00:00:00Z', 'timestamp': 1719187200000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-sa/4.0'}]",0,1,{},"{'date-parts': [[2024, 6, 24]]}",[],[],"[{'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/94/53', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://www.revista.fcr.edu.br/index.php/saberesamazonia/article/download/94/53', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-sa/4.0,13.517861
Valoración económica por servicios recreativos del río Hacha en el piedemonte amazónico colombiano,"['Yelly Yamparli Pardo-Rozo', 'Leonardo Alonso Saldaña-Fonseca', 'Marlon Peláez-Rodríguez']",,Revista U.D.C.A Actualidad &amp; Divulgación Científica,10.31910/rudca.v26.n2.2023.2428,"<jats:p>El río Hacha ubicado en Florencia-Caquetá, Colombia, abastece agua para el consumo humano y proporciona otros servicios ecosistémicos. Las actividades antrópicas han generado una presión en este recurso natural. Se realizó una valoración económica de la calidad de agua y los servicios recreativos en los balnearios del corredor vial del río. Se establecieron cuatro puntos en el tramo para medir indicadores fisicoquímicos del agua. Se realizó una encuesta en una muestra de 460 personas, cuyo análisis empleó los métodos de costo-viaje y valoración contingente. Se encontró que los indicadores de calidad de agua no exceden los límites permisibles para contacto primario. La recreación en los sitios genera beneficios económicos para la demanda local: la variación del excedente del consumidor ante un proyecto hipotético de mejora en la calidad del agua fue positiva. La disposición a pagar por hogar por una mejora en la calidad del agua asciende a $9.984,04 por año. Esto implica que existe un potencial de aprovechamiento sostenible en los servicios ecosistémicos asociados a la recreación en el recurso hídrico</jats:p>",1,https://doi.org/10.31910/rudca.v26.n2.2023.2428,Universidad de Ciencias Aplicadas Y Ambientales - UDCA,journal-article,CrossRef,['2619-2551'],[],26,2,,en,[],"[{'start': {'date-parts': [[2023, 11, 22]], 'date-time': '2023-11-22T00:00:00Z', 'timestamp': 1700611200000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by-nc/4.0'}]",34,1,{},"{'date-parts': [[2023, 11, 22]]}",[],[],"[{'URL': 'https://revistas.udca.edu.co/index.php/ruadc/article/download/2428/2759', 'content-type': 'text/xml', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistas.udca.edu.co/index.php/ruadc/article/download/2428/2760', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistas.udca.edu.co/index.php/ruadc/article/download/2428/2760', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by-nc/4.0,13.507987
Latifúndios de carbono e moedas virtuais para proteger a Amazônia: a corrida por terras e financeirização da natureza,['Thereza Cristina Cardoso Menezes'],,Estudos Sociedade e Agricultura,10.36920/esa32-2_st09,"<jats:p>This text reflects on Amazonian development based on two ongoing situations involving forest financialization currently underway on rural properties in southern Amazonas (Lábrea, Pauini and Apuí). We examine compensation schemes for reducing emissions from clearing and degradation of forests (known locally as REDD+) and new conservation practices in a region where deforestation is advancing significantly. The first case involves an area in the process of demarcation as an Indigenous territory which was sold to a company that since 2021 has been selling non-fungible tokens (NTFs) backed by real local fauna and flora items as a type of virtual currency to protect Amazonia. The second case involves societies of farmers forming to certify thousands of hectares of preserved areas to sell carbon credits. Our goal is to point out the current dynamics of the land market for the agricultural frontier in southern Amazonia that are resulting from new possibilities for profit arising from the financialization of environmental protection in areas of the Amazon hit hard by deforestation.</jats:p>",0,https://doi.org/10.36920/esa32-2_st09,"Programa de Pos-Graduacao de Ciencias Sociais em Desenvolvimento, Agricultura e Sociedade",journal-article,CrossRef,['2526-7752'],[],32,2,e2432213,en,[],"[{'start': {'date-parts': [[2024, 12, 20]], 'date-time': '2024-12-20T00:00:00Z', 'timestamp': 1734652800000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0'}]",0,0,{},"{'date-parts': [[2024, 12, 20]]}",[],[],"[{'URL': 'https://revistaesa.com/ojs/index.php/esa/article/download/esa32-2_st09/e2432213pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistaesa.com/ojs/index.php/esa/article/download/esa32-2_st09/e2432213html', 'content-type': 'text/html', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistaesa.com/ojs/index.php/esa/article/download/esa32-2_st09/e2432213pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0,13.48992
Tendências populacionais de vertebrados de médio e grande porte em áreas protegidas da Amazônia brasileira,"['Elildo Alves Ribeiro de Carvalho Junior', 'Ricardo Sampaio', 'Gerson Buss', 'Marcos De Souza Fialho', 'Marcelo Lima Reis']",,Biodiversidade Brasileira,10.37002/biodiversidadebrasileira.v14i3.2484,"<jats:p>A atual crise de biodiversidade tem gerado uma demanda crescente por informações sobre o estado e as tendências da biodiversidade, especialmente em regiões megadiversas como os trópicos, onde há carência de dados. Diante disso, o governo brasileiro desenvolveu o Programa Nacional de Monitoramento da Biodiversidade – Programa Monitora, programa de longa duração voltado ao monitoramento do estado da biodiversidade e serviços ecossistêmicos em unidades de conservação (UCs) federais. Neste estudo, utilizamos uma série temporal de nove anos (2014-2022) de monitoramento em 22 UCs da Amazônia para avaliar as tendências de 167 populações de aves e mamíferos terrestres de médio e grande porte, bem como as tendências agregadas da biodiversidade, utilizando a média geométrica das abundâncias relativas destas populações como índice de biodiversidade. Encontramos estabilidade, declínio e aumento para 92%, 6,5% e 0,6% das populações analisadas, respectivamente. Não encontramos diferenças entre as taxas de crescimento populacional de aves e mamíferos, ou entre populações localizadas em UCs de proteção integral e de uso sustentável. A média geométrica das abundâncias relativas permaneceu estável no período amostrado. Os resultados sugerem que, em geral, as UCs monitoradas têm sido efetivas para a conservação das populações-alvo do programa, embora algumas populações tenham sofrido declínios significativos, o que levanta um alerta. Num futuro próximo, as séries temporais se tornarão cada vez mais longas, e mais e mais UCs e populações se tornarão elegíveis para análise. Portanto, a continuidade do programa é essencial para garantir resultados mais robustos.</jats:p>",2,https://doi.org/10.37002/biodiversidadebrasileira.v14i3.2484,Instituto Chico Mendes de Conservacao da Biodiversidade - ICBBio,journal-article,CrossRef,['2236-2886'],[],14,3,163-176,en,[],"[{'start': {'date-parts': [[2024, 10, 21]], 'date-time': '2024-10-21T00:00:00Z', 'timestamp': 1729468800000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-nc-nd/4.0'}]",0,2,{},"{'date-parts': [[2024, 10, 21]]}",[],[],"[{'URL': 'https://revistaeletronica.icmbio.gov.br/index.php/BioBR/article/download/2484/1690', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistaeletronica.icmbio.gov.br/index.php/BioBR/article/download/2484/1691', 'content-type': 'text/html', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistaeletronica.icmbio.gov.br/index.php/BioBR/article/download/2484/1690', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-nc-nd/4.0,13.456236
NAS DOBRAS DO SUL GLOBAL,['Tarcízio Macedo'],,Revista GEMInIS,10.53450/2179-1465.rg.2023v14i2p68-100,"<jats:p>Este artigo discute o fenômeno das dinâmicas sociais e da progressão na prática competitiva no contexto particular do cenário de esports da Amazônia brasileira, com ênfase na cidade de Belém, no Pará. A partir de uma etnografia longitudinal com uma equipe semiprofissional, o trabalho problematiza o quanto dois elementos da experiência contemporânea do jogo se conectam: o modo como aspectos de ordem social incide em aspectos de natureza técnica. Os resultados indicam que o tecido social comunitário de esports em Belém é conformado, mantido e desenvolvido mais em torno de uma camaradagem esportiva, entre equipes e jogadores, do que em torno de um ethos de profissionalismo. Por outro lado, as dinâmicas sociais que envolvem a camaradagem da comunidade são exemplos pulsantes de políticas de aliança e solidariedade diante da precariedade, das vulnerabilidades e das assimetrias que afligem os jogadores que buscam a profissionalização na periferia dos esports. Revelam, portanto, índices de organizações informais de apoio mútuo.</jats:p>",0,https://doi.org/10.53450/2179-1465.rg.2023v14i2p68-100,Universidade Federal de São Carlos,journal-article,CrossRef,['2179-1465'],[],14,2,68-100,en,[],"[{'start': {'date-parts': [[2023, 10, 19]], 'date-time': '2023-10-19T00:00:00Z', 'timestamp': 1697673600000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by-sa/4.0'}]",0,0,{},"{'date-parts': [[2023, 10, 19]]}",[],[],"[{'URL': 'https://www.revistageminis.ufscar.br/index.php/geminis/article/download/775/515', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://www.revistageminis.ufscar.br/index.php/geminis/article/download/775/515', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by-sa/4.0,13.374601
Production and partial characterization of a new fibrinolytic protease from salmon oyster mushroom from Amazonia,"['E. E. P. Barbosa', 'L. Pimenta', 'K. S. Araújo', 'A. K. P. Brito', 'S. C. P. Batista', 'S. R. Martim', 'W. R. Gomes', 'M. F. S. Teixeira']",,Brazilian Journal of Biology,10.1590/1519-6984.289933,"<jats:p>Abstract Edible mushrooms are excellent sources of enzymes, especially fibrinolytic proteases, which work to dissolve blood clots and can be obtained through different fermentative processes. This research evaluated the production of fibrinolytic protease from a specie of edible mushroom in different formulations of liquid cultures. Pleurotus ostreatoroseus was provided by the DPUA culture collection at the Federal University of Amazonas and cultivated on PDA agar supplemented with 0.5% (w/v) yeast extract. Liquid fermentation was carried out in an Erlenmeyer flask in 50 mL of GYP, MGYP, or Malt medium under stirring at 150 rpm at 30 °C, eight days. The extracts were recovered and dialyzed, and the liquid culture medium was selected based on the activity of fibrinolytic enzymes. In the recovered extracts, qualitative activity (fibrin plate) and quantitative activity of fibrinolytic proteases were determined, and the effect of pH, temperature, stability, ions, and inhibitors on enzymatic activity was evaluated. Pleurotus ostreatoroseus excreted proteases in all culture media tested. However, the translucent halo (12.59 ± 0.7 mm) and significant activity of fibrinolytic enzymes (449.32 ± 0.01 U/mL) was determined in GYP. In the dialyzed extract, P. ostreatoroseus had an increase in the excretion of fibrinolytic proteases (1,361.73 ± 0.09). Results indicated that in GYP extracts, proteases showed optimal activity at pH 8.0 and at 30 °C of the serine and metallo protease types. Thus, these biocatalysts have strong potential for use in the pharmaceutical, detergent sectors and food industries.</jats:p>",0,https://doi.org/10.1590/1519-6984.289933,FapUNIFESP (SciELO),journal-article,CrossRef,"['1678-4375', '1519-6984']",[],85,,,en,[],"[{'start': {'date-parts': [[2025, 1, 1]], 'date-time': '2025-01-01T00:00:00Z', 'timestamp': 1735689600000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2025, 1, 1]], 'date-time': '2025-01-01T00:00:00Z', 'timestamp': 1735689600000}, 'content-version': 'am', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2025, 1, 1]], 'date-time': '2025-01-01T00:00:00Z', 'timestamp': 1735689600000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}]",48,0,{},{'date-parts': [[2025]]},[],[],"[{'URL': 'http://www.scielo.br/scielo.php?script=sci_pdf&pid=S1519-69842025000100215&tlng=en', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by/4.0/,13.367344
